Número de registros,Número de registros por stations.json,Altitude,Available Bikes,Available Docks,City,Execution Time,Id,Land Mark,Last Communication Time,Latitude,Location,Longitude,Postal Code,stAddress1,stAddress2,stationBeanList Índice (generado),Station Name,Status Key,Status Value,Test Station,Total Docks,Índice Del Documento (Generado)
1,1,,16,7,,16/07/2019 14:13,3520,,16/07/2019 14:11,40.804372,,-73.951475,,Adam Clayton Powell Blvd & W 118 St,,647,Adam Clayton Powell Blvd & W 118 St,1,In Service,Falso,27,1
1,1,,5,30,,16/07/2019 14:13,3521,,16/07/2019 14:10,40.7987859,,-73.9523,,Lenox Ave & W 111 St,,648,Lenox Ave & W 111 St,1,In Service,Falso,36,1
1,1,,0,19,,16/07/2019 14:13,3522,,16/07/2019 14:10,40.7701477,,-73.9120938,,37 St & 24 Ave,,649,37 St & 24 Ave,1,In Service,Falso,19,1
1,1,,17,7,,16/07/2019 14:13,3523,,16/07/2019 14:12,40.7729,,-73.916142,,24 Ave & 29 St,,650,24 Ave & 29 St,1,In Service,Falso,25,1
1,1,,17,5,,16/07/2019 14:13,3524,,16/07/2019 14:11,40.7774552,,-73.9225403,,19 St & 24 Ave,,651,19 St & 24 Ave,1,In Service,Falso,23,1
1,1,,17,4,,16/07/2019 14:13,3525,,16/07/2019 14:10,40.776165,,-73.9153175,,23 Ave & 27 St,,652,23 Ave & 27 St,1,In Service,Falso,21,1
1,1,,17,10,,16/07/2019 14:13,3526,,16/07/2019 14:11,40.7747878,,-73.9125551,,31 St & 23 Ave,,653,31 St & 23 Ave,1,In Service,Falso,27,1
1,1,,9,18,,16/07/2019 14:13,3527,,16/07/2019 14:11,40.80698,,-73.941747,,5 Ave & E 126 St,,654,5 Ave & E 126 St,1,In Service,Falso,27,1
1,1,,5,16,,16/07/2019 14:13,3528,,16/07/2019 14:10,40.7713937,,-73.9077436,,Steinway St & 23 Ave,,655,Steinway St & 23 Ave,1,In Service,Falso,21,1
1,1,,0,25,,16/07/2019 14:13,3529,,16/07/2019 14:11,40.8107922,,-73.9430681,,Lenox Ave & W 130 St,,656,Lenox Ave & W 130 St,1,In Service,Falso,25,1
1,1,,10,9,,16/07/2019 14:13,3530,,16/07/2019 14:11,40.7787185,,-73.9145645,,Crescent St & Ditmars Blvd,,657,Crescent St & Ditmars Blvd,1,In Service,Falso,19,1
1,1,,22,5,,16/07/2019 14:13,3531,,16/07/2019 14:12,40.8125511,,-73.9492286,,Frederick Douglass Blvd & W 129 St,,658,Frederick Douglass Blvd & W 129 St,1,In Service,Falso,27,1
1,1,,14,12,,16/07/2019 14:13,3532,,16/07/2019 14:12,40.78145,,-73.9183302,,Ditmars Blvd & 19 St,,659,Ditmars Blvd & 19 St,1,In Service,Falso,27,1
1,1,,21,11,,16/07/2019 14:13,3533,,16/07/2019 14:11,40.8114323,,-73.9518776,,St. Nicholas Ave & W 126 St,,660,St. Nicholas Ave & W 126 St,1,In Service,Falso,34,1
1,1,,7,30,,16/07/2019 14:13,3534,,16/07/2019 14:11,40.805159,,-73.954692,,Frederick Douglass Blvd & W 117 St,,661,Frederick Douglass Blvd & W 117 St,1,In Service,Falso,39,1
1,1,,3,23,,16/07/2019 14:13,3535,,16/07/2019 14:12,40.804038,,-73.945925,,Mt Morris Park W & W 120 St,,662,Mt Morris Park W & W 120 St,1,In Service,Falso,27,1
1,1,,5,38,,16/07/2019 14:13,3536,,16/07/2019 14:11,40.8082,,-73.9641,,W 116 St & Broadway,,663,W 116 St & Broadway,1,In Service,Falso,43,1
1,1,,4,24,,16/07/2019 14:13,3537,,16/07/2019 14:11,40.6809741,,-73.9710097,,Carlton Ave & Dean St,,664,Carlton Ave & Dean St,1,In Service,Falso,29,1
1,1,,0,45,,16/07/2019 14:13,3538,,16/07/2019 14:11,40.802692,,-73.96295,,W 110 St & Amsterdam Ave,,665,W 110 St & Amsterdam Ave,1,In Service,Falso,45,1
1,1,,5,38,,16/07/2019 14:13,3539,,16/07/2019 14:12,40.8067581,,-73.9607082,,W 116 St & Amsterdam Ave,,666,W 116 St & Amsterdam Ave,1,In Service,Falso,43,1
1,1,,27,7,,16/07/2019 14:13,3540,,16/07/2019 14:09,40.81,,-73.9551508,,Morningside Ave & W 123 St,,667,Morningside Ave & W 123 St,1,In Service,Falso,35,1
1,1,,29,10,,16/07/2019 14:13,3541,,16/07/2019 14:11,40.813358,,-73.956461,,Amsterdam Ave & W 125 St,,668,Amsterdam Ave & W 125 St,1,In Service,Falso,39,1
1,1,,3,26,,16/07/2019 14:13,3542,,16/07/2019 14:12,40.8086249,,-73.9596214,,Amsterdam Ave & W 119 St,,669,Amsterdam Ave & W 119 St,1,In Service,Falso,29,1
1,1,,0,35,,16/07/2019 14:13,3543,,16/07/2019 14:10,40.81028506,,-73.95736456,,Morningside Dr & Amsterdam Ave,,670,Morningside Dr & Amsterdam Ave,1,In Service,Falso,35,1
1,1,,0,26,,16/07/2019 14:13,3544,,16/07/2019 14:11,40.6804836,,-73.9646795,,Underhill Ave & Pacific St,,671,Underhill Ave & Pacific St,1,In Service,Falso,27,1
1,1,,15,18,,16/07/2019 14:13,3545,,16/07/2019 14:12,40.8120562,,-73.9612547,,Broadway & W 122 St,,672,Broadway & W 122 St,1,In Service,Falso,33,1
1,1,,0,21,,16/07/2019 14:13,3546,,16/07/2019 14:09,40.6791944,,-73.9587903,,Pacific St & Classon Ave,,673,Pacific St & Classon Ave,1,In Service,Falso,21,1
1,1,,13,27,,16/07/2019 14:13,3547,,16/07/2019 14:09,40.8143256,,-73.9590255,,Broadway & Moylan Pl,,674,Broadway & Moylan Pl,1,In Service,Falso,41,1
1,1,,1,24,,16/07/2019 14:13,3549,,16/07/2019 14:12,40.678045,,-73.962408,,Grand Ave & Bergen St,,675,Grand Ave & Bergen St,1,In Service,Falso,25,1
1,1,,19,3,,16/07/2019 14:13,3551,,16/07/2019 14:12,40.795508,,-73.941606,,3 Ave & E 112 St,,676,3 Ave & E 112 St,1,In Service,Falso,23,1
1,1,,1,38,,16/07/2019 14:13,3552,,16/07/2019 14:12,40.805973,,-73.964928,,W 113 St & Broadway,,677,W 113 St & Broadway,1,In Service,Falso,39,1
1,1,,4,31,,16/07/2019 14:13,3553,,16/07/2019 14:10,40.801694,,-73.957145,,Frederick Douglass Blvd & W 112 St,,678,Frederick Douglass Blvd & W 112 St,1,In Service,Falso,37,1
1,1,,10,16,,16/07/2019 14:13,3554,,16/07/2019 14:09,40.7552433,,-73.9485678,,Vernon Blvd & 41 Rd,,679,Vernon Blvd & 41 Rd,1,In Service,Falso,27,1
1,1,,25,1,,16/07/2019 14:13,3555,,16/07/2019 14:12,40.751047,,-73.93797,,28 St & 41 Ave,,680,28 St & 41 Ave,1,In Service,Falso,27,1
1,1,,17,2,,16/07/2019 14:13,3556,,16/07/2019 14:11,40.7527085,,-73.9397405,,24 St & 41 Ave,,681,24 St & 41 Ave,1,In Service,Falso,19,1
1,1,,11,6,,16/07/2019 14:13,3557,,16/07/2019 14:10,40.75742,,-73.945133,,40 Ave & 9 St,,682,40 Ave & 9 St,1,In Service,Falso,19,1
1,1,,1,25,,16/07/2019 14:13,3558,,16/07/2019 14:12,40.6794388,,-73.9680438,,Bergen St & Vanderbilt Ave,,683,Bergen St & Vanderbilt Ave,1,In Service,Falso,27,1
1,1,,5,14,,16/07/2019 14:13,3559,,16/07/2019 14:12,40.7576314,,-73.9391224,,21 St & 38 Ave,,684,21 St & 38 Ave,1,In Service,Falso,19,1
1,1,,2,17,,16/07/2019 14:13,3560,,16/07/2019 14:12,40.754876,,-73.934326,,28 St & 38 Ave,,685,28 St & 38 Ave,1,In Service,Falso,19,1
1,1,,26,0,,16/07/2019 14:13,3561,,16/07/2019 14:12,40.7531106,,-73.9279917,,37 Ave & 35 St,,686,37 Ave & 35 St,1,In Service,Falso,26,1
1,1,,1,25,,16/07/2019 14:13,3562,,16/07/2019 14:12,40.6765198,,-73.9596082,,Classon Ave & St Marks Ave,,687,Classon Ave & St Marks Ave,1,In Service,Falso,27,1
1,1,,6,21,,16/07/2019 14:13,3563,,16/07/2019 14:12,40.757186,,-73.932719,,28 St & 36 Ave,,688,28 St & 36 Ave,1,In Service,Falso,29,1
1,1,,7,12,,16/07/2019 14:13,3564,,16/07/2019 14:12,40.7601853,,-73.9362726,,21 St & 36 Ave,,689,21 St & 36 Ave,1,In Service,Falso,19,1
1,1,,14,3,,16/07/2019 14:13,3565,,16/07/2019 14:11,40.7614376,,-73.9411265,,36 Ave & 10 St,,690,36 Ave & 10 St,1,In Service,Falso,19,1
1,1,,3,22,,16/07/2019 14:13,3566,,16/07/2019 14:09,40.7596276,,-73.9321455,,Crescent St & 35 Ave,,691,Crescent St & 35 Ave,1,In Service,Falso,25,1
1,1,,9,10,,16/07/2019 14:13,3567,,16/07/2019 14:10,40.7627442,,-73.9391141,,11 St & 35 Ave,,692,11 St & 35 Ave,1,In Service,Falso,19,1
1,1,,1,20,,16/07/2019 14:13,3568,,16/07/2019 14:10,40.7569332,,-73.9262231,,34 St & 35 Ave,,693,34 St & 35 Ave,1,In Service,Falso,21,1
1,1,,0,29,,16/07/2019 14:13,3569,,16/07/2019 14:11,40.6758324,,-73.9561677,,Franklin Ave & St Marks Ave,,694,Franklin Ave & St Marks Ave,1,In Service,Falso,29,1
1,1,,29,2,,16/07/2019 14:13,3570,,16/07/2019 14:12,40.7557327,,-73.9236611,,35 Ave & 37 St,,695,35 Ave & 37 St,1,In Service,Falso,31,1
1,1,,0,23,,16/07/2019 14:13,3571,,16/07/2019 14:09,40.676368,,-73.952918,,Bedford Ave & Bergen St,,696,Bedford Ave & Bergen St,1,In Service,Falso,24,1
1,1,,16,16,,16/07/2019 14:13,3572,,16/07/2019 14:10,40.756913,,-73.921631,,34 Ave & 38 St,,697,34 Ave & 38 St,1,In Service,Falso,33,1
1,1,,17,7,,16/07/2019 14:13,3573,,16/07/2019 14:12,40.7580583,,-73.9242751,,35 St & 34 Ave,,698,35 St & 34 Ave,1,In Service,Falso,25,1
1,1,,0,22,,16/07/2019 14:13,3574,,16/07/2019 14:11,40.6769694,,-73.96579,,Prospect Pl & Underhill Ave,,699,Prospect Pl & Underhill Ave,1,In Service,Falso,23,1
1,1,,2,17,,16/07/2019 14:13,3575,,16/07/2019 14:09,40.76108,,-73.930562,,Crescent St & 34 Ave,,700,Crescent St & 34 Ave,1,In Service,Falso,19,1
1,1,,0,26,,16/07/2019 14:13,3576,,16/07/2019 14:12,40.6767,,-73.969024,,Park Pl & Vanderbilt Ave,,701,Park Pl & Vanderbilt Ave,1,In Service,Falso,27,1
1,1,,2,21,,16/07/2019 14:13,3577,,16/07/2019 14:09,40.7628138,,-73.9342862,,34 Ave & 21 St,,702,34 Ave & 21 St,1,In Service,Falso,23,1
1,1,,0,21,,16/07/2019 14:13,3578,,16/07/2019 14:10,40.6741806,,-73.9564947,,Park Pl & Franklin Ave,,703,Park Pl & Franklin Ave,1,In Service,Falso,21,1
1,1,,3,21,,16/07/2019 14:13,3579,,16/07/2019 14:10,40.672695,,-73.954131,,Sterling Pl & Bedford Ave,,704,Sterling Pl & Bedford Ave,1,In Service,Falso,25,1
1,1,,1,29,,16/07/2019 14:13,3580,,16/07/2019 14:11,40.6737236,,-73.9631611,,St Johns Pl & Washington Ave,,705,St Johns Pl & Washington Ave,1,In Service,Falso,30,1
1,1,,0,27,,16/07/2019 14:13,3581,,16/07/2019 14:11,40.6740123,,-73.9671457,,Underhill Ave & Lincoln Pl,,706,Underhill Ave & Lincoln Pl,1,In Service,Falso,27,1
1,1,,1,26,,16/07/2019 14:13,3582,,16/07/2019 14:10,40.6721683,,-73.9609,,Lincoln Pl & Classon Ave,,707,Lincoln Pl & Classon Ave,1,In Service,Falso,28,1
1,1,,1,30,,16/07/2019 14:13,3583,,16/07/2019 14:10,40.6716493,,-73.9631145,,Eastern Pkwy & Washington Ave,,708,Eastern Pkwy & Washington Ave,1,In Service,Falso,31,1
1,1,,1,39,,16/07/2019 14:13,3584,,16/07/2019 14:12,40.6707767,,-73.9576801,,Eastern Pkwy & Franklin Ave,,709,Eastern Pkwy & Franklin Ave,1,In Service,Falso,42,1
1,1,,7,17,,16/07/2019 14:13,3585,,16/07/2019 14:10,40.6691783,,-73.9554162,,Union St & Bedford Ave,,710,Union St & Bedford Ave,1,In Service,Falso,24,1
1,1,,16,2,,16/07/2019 14:13,3586,,16/07/2019 14:12,40.7638753,,-73.9364848,,34 Ave & 13 St,,711,34 Ave & 13 St,1,In Service,Falso,19,1
1,1,,0,27,,16/07/2019 14:13,3587,,16/07/2019 14:10,40.6686744,,-73.9618148,,Carroll St & Washington Ave,,712,Carroll St & Washington Ave,1,In Service,Falso,27,1
1,1,,21,0,,16/07/2019 14:13,3588,,16/07/2019 14:09,40.7671863,,-73.9373554,,Vernon Blvd & 10 St,,713,Vernon Blvd & 10 St,1,In Service,Falso,21,1
1,1,,15,4,,16/07/2019 14:13,3589,,16/07/2019 14:10,40.7668,,-73.9347774,,Broadway & 12 St,,714,Broadway & 12 St,1,In Service,Falso,19,1
1,1,,0,19,,16/07/2019 14:13,3590,,16/07/2019 14:10,40.6679411,,-73.9588,,Carroll St & Franklin Ave,,715,Carroll St & Franklin Ave,1,In Service,Falso,19,1
1,1,,4,17,,16/07/2019 14:13,3591,,16/07/2019 14:11,40.7659,,-73.930819,,21 St & 31 Dr,,716,21 St & 31 Dr,1,In Service,Falso,21,1
1,1,,7,11,,16/07/2019 14:13,3592,,16/07/2019 14:10,40.7633589,,-73.9286471,,Crescent St & Broadway,,717,Crescent St & Broadway,1,In Service,Falso,19,1
1,1,,13,22,,16/07/2019 14:13,3593,,16/07/2019 14:11,40.761584,,-73.925921,,31 St & Broadway,,718,31 St & Broadway,1,In Service,Falso,35,1
1,1,,0,18,,16/07/2019 14:13,3595,,16/07/2019 14:12,40.760339,,-73.9222427,,35 St & Broadway,,719,35 St & Broadway,1,In Service,Falso,18,1
1,1,,17,2,,16/07/2019 14:13,3596,,16/07/2019 14:09,40.6642406,,-73.9574686,,Sullivan Pl & Bedford Ave,,720,Sullivan Pl & Bedford Ave,1,In Service,Falso,19,1
1,1,,18,7,,16/07/2019 14:13,3597,,16/07/2019 14:10,40.7577284,,-73.9166368,,43 St & Broadway,,721,43 St & Broadway,1,In Service,Falso,25,1
1,1,,3,15,,16/07/2019 14:13,3598,,16/07/2019 14:12,40.7595701,,-73.9142678,,Newton Rd & 44 St,,722,Newton Rd & 44 St,1,In Service,Falso,19,1
1,1,,18,8,,16/07/2019 14:13,3599,,16/07/2019 14:11,40.66314,,-73.9605695,,Franklin Ave & Empire Blvd,,723,Franklin Ave & Empire Blvd,1,In Service,Falso,27,1
1,1,,18,1,,16/07/2019 14:13,3601,,16/07/2019 14:12,40.6627059,,-73.9569115,,Sterling St & Bedford Ave,,724,Sterling St & Bedford Ave,1,In Service,Falso,19,1
1,1,,4,19,,16/07/2019 14:13,3602,,16/07/2019 14:10,40.763154,,-73.920827,,31 Ave & 34 St,,725,31 Ave & 34 St,1,In Service,Falso,23,1
1,1,,4,26,,16/07/2019 14:13,3664,,16/07/2019 14:12,40.72019521,,-74.01030064,,North Moore St & Greenwich St,,726,North Moore St & Greenwich St,1,In Service,Falso,30,1
1,1,,6,21,,16/07/2019 14:13,3674,,16/07/2019 14:10,40.70140317,,-73.9867267,,Jay St & York St,,727,Jay St & York St,1,In Service,Falso,27,1
1,1,,14,7,,16/07/2019 14:13,3603,,16/07/2019 14:11,40.7647,,-73.9240312,,31 Ave & 30 St,,728,31 Ave & 30 St,1,In Service,Falso,21,1
1,1,,7,9,,16/07/2019 14:13,3604,,16/07/2019 14:09,40.6630619,,-73.9538746,,Rogers Ave & Sterling St,,729,Rogers Ave & Sterling St,1,In Service,Falso,17,1
1,1,,2,15,,16/07/2019 14:13,3605,,16/07/2019 14:11,40.7658346,,-73.9265474,,31 Ave & Crescent St,,730,31 Ave & Crescent St,1,In Service,Falso,21,1
1,1,,4,17,,16/07/2019 14:13,3606,,16/07/2019 14:09,40.74252,,-73.948852,,49 Ave & 21 St,,731,49 Ave & 21 St,1,In Service,Falso,21,1
1,1,,15,3,,16/07/2019 14:13,3607,,16/07/2019 14:11,40.7682,,-73.9322662,,31 Ave & 14 St,,732,31 Ave & 14 St,1,In Service,Falso,19,1
1,1,,8,13,,16/07/2019 14:13,3608,,16/07/2019 14:10,40.7423737,,-73.9566,,5 St & 51 Ave,,733,5 St & 51 Ave,1,In Service,Falso,21,1
1,1,,22,1,,16/07/2019 14:13,3609,,16/07/2019 14:10,40.7692475,,-73.9354504,,Vernon Blvd & 31 Ave,,734,Vernon Blvd & 31 Ave,1,In Service,Falso,23,1
1,1,,27,0,,16/07/2019 14:13,3610,,16/07/2019 14:10,40.770845,,-73.934171,,Vernon Blvd & 30 Rd,,735,Vernon Blvd & 30 Rd,1,In Service,Falso,27,1
1,1,,22,6,,16/07/2019 14:13,3611,,16/07/2019 14:12,40.7449067,,-73.9534573,,Vernon Blvd & 47 Rd,,736,Vernon Blvd & 47 Rd,1,In Service,Falso,31,1
1,1,,12,3,,16/07/2019 14:13,3612,,16/07/2019 14:09,40.7703743,,-73.9286078,,30 Ave & 21 St,,737,30 Ave & 21 St,1,In Service,Falso,15,1
1,1,,2,25,,16/07/2019 14:13,3613,,16/07/2019 14:12,40.745038,,-73.957539,,Center Blvd & 48 Ave,,738,Center Blvd & 48 Ave,1,In Service,Falso,27,1
1,1,,17,6,,16/07/2019 14:13,3614,,16/07/2019 14:12,40.768692,,-73.9249574,,Crescent St & 30 Ave,,739,Crescent St & 30 Ave,1,In Service,Falso,23,1
1,1,,20,1,,16/07/2019 14:13,3615,,16/07/2019 14:12,40.748,,-73.9460927,,44 Dr & 21 St,,740,44 Dr & 21 St,1,In Service,Falso,21,1
1,1,,3,20,,16/07/2019 14:13,3616,,16/07/2019 14:11,40.7656251,,-73.9136695,,Steinway St & 28 Ave,,741,Steinway St & 28 Ave,1,In Service,Falso,24,1
1,1,,5,22,,16/07/2019 14:13,3617,,16/07/2019 14:11,40.7671,,-73.9169858,,28 Ave & 35 St,,742,28 Ave & 35 St,1,In Service,Falso,27,1
1,1,,24,1,,16/07/2019 14:13,3618,,16/07/2019 14:12,40.7485,,-73.941275,,27 St & Hunter St,,743,27 St & Hunter St,1,In Service,Falso,25,1
1,1,,2,16,,16/07/2019 14:13,3619,,16/07/2019 14:10,40.7713615,,-73.9246145,,Newtown Ave & 23 St,,744,Newtown Ave & 23 St,1,In Service,Falso,19,1
1,1,,17,6,,16/07/2019 14:13,3620,,16/07/2019 14:11,40.7519071,,-73.9479119,,11 St & 43 Ave,,745,11 St & 43 Ave,1,In Service,Falso,23,1
1,1,,13,5,,16/07/2019 14:13,3621,,16/07/2019 14:12,40.7739825,,-73.9309134,,27 Ave & 9 St,,746,27 Ave & 9 St,1,In Service,Falso,19,1
1,1,,10,5,,16/07/2019 14:13,3622,,16/07/2019 14:12,40.80756,,-73.939182,,E 128 St & Madison Ave,,747,E 128 St & Madison Ave,1,In Service,Falso,15,1
1,1,,3,36,,16/07/2019 14:13,3623,,16/07/2019 14:10,40.8109494,,-73.9634,,W 120 St & Claremont Ave,,748,W 120 St & Claremont Ave,1,In Service,Falso,39,1
1,1,,10,18,,16/07/2019 14:13,3628,,16/07/2019 14:11,40.8025566,,-73.9490782,,Lenox Ave & W 117 St,,749,Lenox Ave & W 117 St,1,In Service,Falso,30,1
1,1,,29,3,,16/07/2019 14:13,3629,,16/07/2019 14:11,40.80949535,,-73.94776493,,Adam Clayton Powell Blvd & W 126 St,,750,Adam Clayton Powell Blvd & W 126 St,1,In Service,Falso,33,1
1,1,,17,14,,16/07/2019 14:13,3630,,16/07/2019 14:11,40.8038654,,-73.9559308,,Frederick Douglass Blvd & W 115 St,,751,Frederick Douglass Blvd & W 115 St,1,In Service,Falso,33,1
1,1,,0,0,,16/07/2019 14:13,3631,,03/07/2019 07:50,40.666563,,-73.956741,,Crown St & Bedford Ave,,752,Crown St & Bedford Ave,3,Not In Service,Falso,0,1
1,1,,7,23,,16/07/2019 14:13,3637,,16/07/2019 14:09,40.68323866,,-73.96599591,,Fulton St & Waverly Ave,,753,Fulton St & Waverly Ave,1,In Service,Falso,31,1
1,1,,12,6,,16/07/2019 14:13,3638,,16/07/2019 14:11,40.7242941,,-74.0354826,,Washington St,,754,Washington St,1,In Service,Falso,18,1
1,1,,12,18,,16/07/2019 14:13,3639,,16/07/2019 14:11,40.7192517,,-74.034234,,Harborside,,755,Harborside,1,In Service,Falso,30,1
1,1,,11,7,,16/07/2019 14:13,3640,,16/07/2019 14:12,40.73367,,-74.0625,,Journal Square,,756,Journal Square,1,In Service,Falso,18,1
1,1,,48,4,,16/07/2019 14:13,3641,,16/07/2019 14:12,40.74286877,,-73.98918629,,Broadway & W 25 St,,757,Broadway & W 25 St,1,In Service,Falso,54,1
1,1,,0,20,,16/07/2019 14:13,3646,,16/07/2019 14:12,40.76315482,,-73.9398551,,35 Ave & 10 St,,758,35 Ave & 10 St,1,In Service,Falso,26,1
1,1,,22,1,,16/07/2019 14:13,3647,,16/07/2019 14:13,40.74128309,,-73.93725872,,48 Ave & 30 Pl,,759,48 Ave & 30 Pl,1,In Service,Falso,23,1
1,1,,23,1,,16/07/2019 14:13,3648,,16/07/2019 14:11,40.69795032,,-73.9707756,,Flushing Ave & Vanderbilt Ave,,760,Flushing Ave & Vanderbilt Ave,1,In Service,Falso,25,1
1,1,,27,3,,16/07/2019 14:13,3649,,16/07/2019 14:09,40.81439444,,-73.95324737,,W 129 St & Convent Ave,,761,W 129 St & Convent Ave,1,In Service,Falso,30,1
1,1,,12,23,,16/07/2019 14:13,3654,,16/07/2019 14:12,40.75186951,,-73.9334929,,31 St & Northern Blvd,,762,31 St & Northern Blvd,1,In Service,Falso,35,1
1,1,,2,44,,16/07/2019 14:13,3656,,16/07/2019 14:09,40.72307749,,-73.98583621,,E 2 St & Avenue A,,763,E 2 St & Avenue A,1,In Service,Falso,46,1
1,1,,0,0,,16/07/2019 14:13,3659,,11/03/2019 10:27,40.74294892,,-74.00413692,,W 17 St & 9 Ave,,764,W 17 St & 9 Ave,3,Not In Service,Falso,0,1
1,1,,12,7,,16/07/2019 14:13,3661,,16/07/2019 14:10,40.66643931,,-73.96055639,,Montgomery St & Franklin Ave,,765,Montgomery St & Franklin Ave,1,In Service,Falso,19,1
1,1,,2,18,,16/07/2019 14:13,3662,,16/07/2019 14:12,40.7612939,,-73.91691685,,31 Ave & Steinway St,,766,31 Ave & Steinway St,1,In Service,Falso,21,1
1,1,,23,3,,16/07/2019 14:13,3668,,16/07/2019 14:09,40.72395679,,-73.94984365,,Leonard St & Nassau Ave,,767,Leonard St & Nassau Ave,1,In Service,Falso,26,1
1,1,,0,37,,16/07/2019 14:13,3671,,16/07/2019 14:09,40.77477945,,-73.95427465,,E 81 St & 2 Ave,,768,E 81 St & 2 Ave,1,In Service,Falso,37,1
1,1,,1,19,,16/07/2019 14:13,3673,,16/07/2019 14:12,40.67759207,,-73.95563722,,Dean St & Franklin Ave,,769,Dean St & Franklin Ave,1,In Service,Falso,21,1
1,1,,0,30,,16/07/2019 14:13,3675,,16/07/2019 14:09,40.7845968,,-73.9496854,,3 Ave & E 95 St,,770,3 Ave & E 95 St,1,In Service,Falso,31,1
1,1,,8,15,,16/07/2019 14:13,3676,,16/07/2019 14:11,40.67583294,,-74.01472628,,Van Brunt St & Van Dyke St,,771,Van Brunt St & Van Dyke St,1,In Service,Falso,24,1
1,1,,0,18,,16/07/2019 14:13,3677,,16/07/2019 14:11,40.72755147,,-74.07106072,,Glenwood Ave,,772,Glenwood Ave,1,In Service,Falso,18,1
1,1,,2,16,,16/07/2019 14:13,3678,,16/07/2019 14:09,40.72572614,,-74.07195926,,Fairmount Ave,,773,Fairmount Ave,1,In Service,Falso,18,1
1,1,,1,13,,16/07/2019 14:13,3679,,16/07/2019 14:10,40.72210379,,-74.071455,,Bergen Ave,,774,Bergen Ave,1,In Service,Falso,14,1
1,1,,34,18,,16/07/2019 14:13,3680,,16/07/2019 14:12,40.75412081,,-73.98025185,,E 43 St & 5 Ave,,775,E 43 St & 5 Ave,1,In Service,Falso,55,1
1,1,,6,12,,16/07/2019 14:13,3681,,16/07/2019 14:10,40.71517768,,-74.03768331,,Grand St,,776,Grand St,1,In Service,Falso,18,1
1,1,,27,7,,16/07/2019 14:13,3686,,16/07/2019 14:09,40.7394482,,-74.00507033,,Gansevoort St & Hudson St,,777,Gansevoort St & Hudson St,1,In Service,Falso,39,1
1,1,,29,28,,16/07/2019 14:13,3687,,16/07/2019 14:13,40.74322681,,-73.97449784,,E 33 St & 1 Ave,,778,E 33 St & 1 Ave,1,In Service,Falso,59,1
1,1,,1,46,,16/07/2019 14:13,3689,,16/07/2019 14:12,40.79904139,,-73.9664948,,W 104 St & Amsterdam Ave,,779,W 104 St & Amsterdam Ave,1,In Service,Falso,47,1
1,1,,13,21,,16/07/2019 14:13,3690,,16/07/2019 14:12,40.71334184,,-74.00935516,,Park Pl & Church St,,780,Park Pl & Church St,1,In Service,Falso,36,1
1,1,,3,16,,16/07/2019 14:13,3691,,16/07/2019 14:12,40.76408932,,-73.91065121,,28 Ave & 44 St,,781,28 Ave & 44 St,1,In Service,Falso,19,1
1,1,,14,0,,16/07/2019 14:13,3692,,16/07/2019 14:11,40.69999748,,-73.97440128,,5 St & Market St,,782,5 St & Market St,1,In Service,Falso,15,1
1,1,,22,4,,16/07/2019 14:13,3693,,16/07/2019 14:12,40.72248189,,-73.95921931,,N 11 St & Kent Ave,,783,N 11 St & Kent Ave,1,In Service,Falso,27,1
1,1,,7,11,,16/07/2019 14:13,3694,,16/07/2019 14:11,40.71113,,-74.0789,,Jackson Square,,784,Jackson Square,1,In Service,Falso,18,1
1,1,,5,37,,16/07/2019 14:13,3697,,16/07/2019 14:09,40.77515953,,-73.98918696,,W 64 St & Thelonious Monk Circle,,785,W 64 St & Thelonious Monk Circle,1,In Service,Falso,43,1
1,1,,1,29,,16/07/2019 14:13,3699,,16/07/2019 14:12,40.76360468,,-73.98917958,,W 50 St & 9 Ave,,786,W 50 St & 9 Ave,1,In Service,Falso,30,1
1,1,,18,1,,16/07/2019 14:13,3704,,16/07/2019 14:12,40.74375241,,-73.94176483,,47 Ave & Skillman Ave,,787,47 Ave & Skillman Ave,1,In Service,Falso,19,1
1,1,,8,45,,16/07/2019 14:13,3707,,16/07/2019 14:11,40.741459,,-73.983293,,Lexington Ave & E 26 St,,788,Lexington Ave & E 26 St,1,In Service,Falso,55,1
1,1,,10,19,,16/07/2019 14:13,3708,,16/07/2019 14:12,40.735445,,-73.99431,,W 13 St & 5 Ave,,789,W 13 St & 5 Ave,1,In Service,Falso,29,1
1,1,,8,40,,16/07/2019 14:13,3709,,16/07/2019 14:12,40.73804614,,-73.99642959,,W 15 St & 6 Ave,,790,W 15 St & 6 Ave,1,In Service,Falso,51,1
1,1,,2,44,,16/07/2019 14:13,3711,,16/07/2019 14:12,40.72966729,,-73.98067966,,E 13 St & Avenue A,,791,E 13 St & Avenue A,1,In Service,Falso,47,1
1,1,,0,41,,16/07/2019 14:13,3712,,16/07/2019 14:10,40.75469175,,-73.99740189,,W 35 St & Dyer Ave,,792,W 35 St & Dyer Ave,1,In Service,Falso,41,1
1,1,,21,40,,16/07/2019 14:13,3714,,16/07/2019 14:11,40.70684203,,-73.9544354,,Division Av & Hooper St,,793,Division Av & Hooper St,1,In Service,Falso,61,1
1,1,,29,0,,16/07/2019 14:13,3715,,16/07/2019 14:12,40.7181697,,-73.95520136,,Driggs Ave & N 9 St,,794,Driggs Ave & N 9 St,1,In Service,Falso,31,1
